source_id,path,commit,git_blob,sha256,bytes,report_sections,url,use
S11,docs/research_program/tensor_joint_r7/THEORY.md,9b725899a25fa410e7c3686ce36afaa667d14646,166e38093a4eed7a4bd4f59848c8eecbc96b6e3c,e03a61a08d8e24ec5acd86cbaa3b7cec274bea5c9c4c664f7a20cb8066829dff,22921,16;18,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/research_program/tensor_joint_r7/THEORY.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S12,htt/htt/htt/infer/r7_gaussian_law.py,9b725899a25fa410e7c3686ce36afaa667d14646,65cf95d57a58ff287910f0bf2741243d46fc8de4,7d3ba747a89071fd28bda4b7278c1d9c1b0ccff42d824f78cd33bf3a5e250b64,15074,18,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/htt/htt/infer/r7_gaussian_law.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S13,htt/htt/htt/infer/r7_joint_experiment.py,9b725899a25fa410e7c3686ce36afaa667d14646,fe0cae9453237b9c499b2822dc09a4fa37186fd0,bae7f665224b03112408aa97c87324d6d58c69a6a23e07ffced67869af1ee12f,11057,18;28,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/htt/htt/infer/r7_joint_experiment.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S14,htt/htt/htt/departure/posterior_pushforward.py,9b725899a25fa410e7c3686ce36afaa667d14646,d51422f5a5a02402ddde92138b0ce72aef84b34f,2b23dedbb13f8f8f535143332769dc8f3f231f1b532fa0a6f1545db7663cf1a3,30867,18,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/htt/htt/departure/posterior_pushforward.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S15,docs/research_reports/theory_packs/T5_WU010_LOCAL_OBSERVER_RESPONSE_THEOREM_PACK.md,9b725899a25fa410e7c3686ce36afaa667d14646,108879669f96ddef53fb4df2c75fa0d0f407bb81,4fab2be921c1750f67fc6615c24fda18e2a1edb6db03fd56487304d94c385286,8632,12,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/research_reports/theory_packs/T5_WU010_LOCAL_OBSERVER_RESPONSE_THEOREM_PACK.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S16,docs/research_reports/theory_packs/T6_WU011_PROCESSED_RESPONSE_QUOTIENT_THEOREM_PACK.md,9b725899a25fa410e7c3686ce36afaa667d14646,e1527855888f25961eaaba52b867f97cd725dd54,287751cce8dbdde09155c36ec512a257b352bbcdf83d013889a1763bd156f14a,12132,12,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/research_reports/theory_packs/T6_WU011_PROCESSED_RESPONSE_QUOTIENT_THEOREM_PACK.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S17,docs/research_reports/theory_packs/T8_MATRIX_NUMERICAL_ERROR_ENVELOPE_THEOREM_PACK.md,9b725899a25fa410e7c3686ce36afaa667d14646,57a001918308c32ac80362cba8897ac412728b0d,6d9722ed2fd000afd5d121ef6d90bb82f84bdc0884f95429642b7b17d647c946,10660,22,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/research_reports/theory_packs/T8_MATRIX_NUMERICAL_ERROR_ENVELOPE_THEOREM_PACK.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S18,docs/generated/tensor_joint_r8/jet_images/README.md,efc5f30666b96782f946375551f0068bb3a30f74,1f7e103baf4fa8625b9fd151d176e5ee7adc9da3,72c8d562d18e19c921d22be81115a0ded2a34cfa0a113b19c36d742b1ae7fb96,9432,22,https://github.com/cosmosapjw-quantum/htt_base/blob/efc5f30666b96782f946375551f0068bb3a30f74/docs/generated/tensor_joint_r8/jet_images/README.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S19,docs/research_program/tensor_joint_r7/R3_MODEL_REFERENCE.md,9b725899a25fa410e7c3686ce36afaa667d14646,0c669649a4d0c7c59d669612f29ee1efa3223f87,8f60ffd51110d74dd0311d65bec4a3195588a3648808b78c8f0234a57767aff8,19649,15,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/research_program/tensor_joint_r7/R3_MODEL_REFERENCE.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S20,docs/generated/tensor_joint_r8/final/REVIEW.md,efc5f30666b96782f946375551f0068bb3a30f74,4c11136ed749e97ec85aea046183dca8856786f8,8af3159f319ea6186fa817ff21df9423a20703263b868b0a7970a212512b70fd,5082,15;26,https://github.com/cosmosapjw-quantum/htt_base/blob/efc5f30666b96782f946375551f0068bb3a30f74/docs/generated/tensor_joint_r8/final/REVIEW.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S21,htt/mio/formalism/component_breakdown.py,9b725899a25fa410e7c3686ce36afaa667d14646,9d6d2d8885833b65ba724f63e96a7d0837fada8e,9653e5b3dc63ebe740a78f7517e0df9f079b9a9bfd7a683c44f681ca2a06178b,8058,,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/mio/formalism/component_breakdown.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S22,htt/mio/formalism/exceedance.py,9b725899a25fa410e7c3686ce36afaa667d14646,a0229d472f0ad4dc47f07dab5bf1cc6d3312cd81,b5a4c76a92692a1f5c14e731b34dd5976027135ceb869e37ad71f1f84bc9c0f1,40987,,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/mio/formalism/exceedance.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S23,htt/mio/formalism/isotropy_gap.py,9b725899a25fa410e7c3686ce36afaa667d14646,8e5202a4734cccd5dedec11fa64f9ad0f19562b1,389c6b772284b42172d07db559af629c36a3cf26df9d8248fc5b54a47ac666ab,38938,,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/mio/formalism/isotropy_gap.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S24,docs/generated/tensor_joint_r8/final/acceptance.json,efc5f30666b96782f946375551f0068bb3a30f74,664935c32a50d101c58d16fbdb915846c1c968c6,3e6fe54a726b3254b73433a511353da98675ed65bf51d4eba2c6d5efb1ce1048,915,26;28,https://github.com/cosmosapjw-quantum/htt_base/blob/efc5f30666b96782f946375551f0068bb3a30f74/docs/generated/tensor_joint_r8/final/acceptance.json,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S25,htt/obsstat/egs3_parent_identity.py,9b725899a25fa410e7c3686ce36afaa667d14646,1a8d1f0154198d47683bddb18148ec771157f30c,8c1a35ad3a2e166a27d8b540223d427f02f40c18f604afccbda7c6581a7a6862,13415,3,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/obsstat/egs3_parent_identity.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S26,htt/obsstat/egs3_king_ellis_frame.py,9b725899a25fa410e7c3686ce36afaa667d14646,5c9f618c8f9454d551759af3dab5d95a076a521b,608b4cf9eb44f685774a768e026b7be378992a3664dab7ffdff6cf120f15b236,32610,3,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/obsstat/egs3_king_ellis_frame.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S27,htt/obsstat/egs3_king_ellis_dynamics.py,9b725899a25fa410e7c3686ce36afaa667d14646,f0970d3b725b7bbe762182ceb88b023552d0ebe1,b433f46819ba96f7411dabd5a4a9405f55c0c3c9ea660d510a458269a87b8ed7,34205,3,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/obsstat/egs3_king_ellis_dynamics.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S28,docs/research_program/pr04/PAPER_THEOREM_MAP.md,9b725899a25fa410e7c3686ce36afaa667d14646,7ca5382bf412b9ed7b6a68f56c6480842c0d6b13,2598cecf4ba98538b5b382424aacd85d0a03413b4aa4b8a2790e39346d5fa6ee,6499,4;13;24,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/research_program/pr04/PAPER_THEOREM_MAP.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S29,docs/generated/revival_v11i_report.md,9b725899a25fa410e7c3686ce36afaa667d14646,65abe6253e5aa4ec04a62f37c041edc08b5e51e7,059d801597994eda43972a728c8703ffb0bf616743568492bdfe85538986bc75,6915,4;19;27,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/generated/revival_v11i_report.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S30,htt/bass/kinetic/boltzmann_memory.py,9b725899a25fa410e7c3686ce36afaa667d14646,8b84d12ab1f5d9ae82733880d12c6a08e41c13e6,65900d82579773ba3935dd222e9db9191ffe357f988e9b7ac1149342a2874ce1,2970,5,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/bass/kinetic/boltzmann_memory.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S31,htt/mio/formalism/dynamic_budget.py,9b725899a25fa410e7c3686ce36afaa667d14646,f51cdda3be16ad5153dba8ddbd154d7cf44d9a75,11132baea55ce3d879a03ded84a11cce42252a893f51bcf2d5a346c82ea168e4,5448,5,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/mio/formalism/dynamic_budget.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S32,htt/bass/kinetic/tight_coupling_bounds.py,9b725899a25fa410e7c3686ce36afaa667d14646,eb362336ff648532479e46e7bce3104cf38a7964,b70879061d9d0f748121ca5e9c0816d43b0e19e6391e16cd75271e59f3ae99f4,5147,5,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/bass/kinetic/tight_coupling_bounds.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S33,htt/bass/kinetic/visibility_rigidity.py,9b725899a25fa410e7c3686ce36afaa667d14646,eaa34e1f496d09c7e451541d3e369984688ccd61,f33eb3f0ef0e02e1b43168008486433f261802dc1986039837db3e8ff9a0475a,5210,5,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/bass/kinetic/visibility_rigidity.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S34,htt/bass/geometry/egs_rigidity.py,9b725899a25fa410e7c3686ce36afaa667d14646,72de18a504aa1b404df26755ff983d040b41870c,65ed1bbc7bd1813755c21fb84e8f7decaa9988e52e81607e8c82286e5651c5b0,9013,5,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/bass/geometry/egs_rigidity.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S35,docs/research_program/vector_tensor/proof_registry_two_pillars.yaml,6bafca66285ef071081453313bb7d2d6b261599c,f57250cb3732524683a4038c20a624fc1685b401,01e278c2223c7f117b429a3359dbc3d483ce0ef409bbb06140b62a9ca3b2f201,33743,7;17;21;23,https://github.com/cosmosapjw-quantum/htt_base/blob/6bafca66285ef071081453313bb7d2d6b261599c/docs/research_program/vector_tensor/proof_registry_two_pillars.yaml,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S36,docs/research_program/vector_tensor/report/PROOF_ATLAS.json,6bafca66285ef071081453313bb7d2d6b261599c,41d3a6bd258831a369d0dd8cf0649de2636515cc,137e841e89b688d57ae32590df1cfd5694559f398b45168e345f015f094594c8,187031,1;7,https://github.com/cosmosapjw-quantum/htt_base/blob/6bafca66285ef071081453313bb7d2d6b261599c/docs/research_program/vector_tensor/report/PROOF_ATLAS.json,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S37,docs/research_program/post_pr327/planck_mes_wu009_theorem_adjudication.json,04680e99d56b9974fe1120854370af1fb94fb1d6,6f3cd6b3bb85993615658da96e1e25a86e6d5de2,aeabb89ca8fae2f343d72e2933ada8f106a6f35864abc59ac6d7973e5f70ce62,85453,1;7;10;13;21;28,https://github.com/cosmosapjw-quantum/htt_base/blob/04680e99d56b9974fe1120854370af1fb94fb1d6/docs/research_program/post_pr327/planck_mes_wu009_theorem_adjudication.json,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S38,docs/V5_ROUND15_P1_PSTF_DERIVATION_OPUS.md,9b725899a25fa410e7c3686ce36afaa667d14646,d791a738fc2bf4c6a57ae6434ffd54190908ccd5,6ff54dbaa2e86ce6e1730d5669ab4746de31667e525f736777adbb3cb53b4391,142540,11,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/V5_ROUND15_P1_PSTF_DERIVATION_OPUS.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S39,docs/lowell_bianchi_solver_reference.md,9b725899a25fa410e7c3686ce36afaa667d14646,9371ae539f866c77afce3029325703c984dff2b7,9abccaff45eea7b141cbe3f86ee7f87e404e1b9ddcf46a5d61049af34dac2874,25548,11,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/lowell_bianchi_solver_reference.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S40,docs/V5_ROUND16_01_PHYSICS_LAYER.md,9b725899a25fa410e7c3686ce36afaa667d14646,a09efe6902f20347ae9099c482ec9a763748e7f2,5b31e8369e12e94d0ecc5598188f0f4efa3f90dd945bfc5a29cb76085b8caf1b,23299,11,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/V5_ROUND16_01_PHYSICS_LAYER.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S41,docs/research_program/egs2/THEOREM_MAP.md,9b725899a25fa410e7c3686ce36afaa667d14646,c4dc24a5ab8bc0de68d69e135ede96f276ef482e,346c1fb20b55c4dff8da78ad4e3a3569cd026306b5f70e8b4ed6107faefac07a,2891,13;24,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/research_program/egs2/THEOREM_MAP.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S42,htt/obsstat/egs3_omega_k_reopening.py,9b725899a25fa410e7c3686ce36afaa667d14646,5b05385f4581ee501e6ce2fb7a0736919c8518f7,e31414269373cf81e445e01d45184f03fb622e443244ceefef5db9d9ee41308a,26710,14,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/obsstat/egs3_omega_k_reopening.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S43,htt/obsstat/egs3_fractional_program.py,9b725899a25fa410e7c3686ce36afaa667d14646,65c24c67d5d180febb82e094d15638f3bd752b7d,d72012aa5ed574964b1d10a1419e4f993447bffef30a23c38af7b3764ad31048,18472,17,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/obsstat/egs3_fractional_program.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S44,htt/obsstat/egs3_fingerprint_sum_theorem.py,9b725899a25fa410e7c3686ce36afaa667d14646,becf31679d033aa5c1864539aef7628f5bcfa1fa,22c1cc6c44dbdf35018cdfd00a7cbaedde1ffdd397043bb69071b9c54404f046,6204,17,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/obsstat/egs3_fingerprint_sum_theorem.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S45,htt/obsstat/egs3_coverage_strengthened.py,9b725899a25fa410e7c3686ce36afaa667d14646,8e554e77eeb4bf13db35f8fc45cf7e6a08be4674,4b6a4b9815e16b3247728375900b1007ac3be48dd699c06c3f8807c6a3ddc3e4,13515,19,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/obsstat/egs3_coverage_strengthened.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S46,htt/src/common/vector_tensor_statistical_foundations.py,6bafca66285ef071081453313bb7d2d6b261599c,b8e89d503d5e89d8a7ac9794b41040f9405cd3c7,3336c0b05eee12e03b3537b9b9cf0aaf9dd81a5c31bb8348888c68f29668f8ad,59083,19;21,https://github.com/cosmosapjw-quantum/htt_base/blob/6bafca66285ef071081453313bb7d2d6b261599c/htt/src/common/vector_tensor_statistical_foundations.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S47,htt/mio/formalism/bound_pushforward.py,9b725899a25fa410e7c3686ce36afaa667d14646,a09daa3e2b564f0eec65cb2760bc4e61005dd97b,250da9000a61bb1210b6aa63662988612a40304f960e55f21bb53f2703a9a76a,6187,21,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/mio/formalism/bound_pushforward.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S48,docs/research_reports/HTT_REPO_WIDE_THEORY_SURFACE_AUDIT_20260903.md,9b725899a25fa410e7c3686ce36afaa667d14646,f965b385e890529f3793ef8e9cd7b4afe2d9bde9,ffb4f39ea7e7f472fc6dc92e21f212e91e7b5debf769f38d32f1cbb16e32ac74,15582,1;27,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/docs/research_reports/HTT_REPO_WIDE_THEORY_SURFACE_AUDIT_20260903.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S49,htt/src/common/tensor_functionals.py,6bafca66285ef071081453313bb7d2d6b261599c,eeb938f3f4d3cda892e41ab45128ae1bfdcfcffe,f261a4645dad6dcf7a333f22718de607c8fcb88e289bf251477976be35ba06ac,52049,23,https://github.com/cosmosapjw-quantum/htt_base/blob/6bafca66285ef071081453313bb7d2d6b261599c/htt/src/common/tensor_functionals.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S50,htt/src/common/tensor_departure_statistics.py,6bafca66285ef071081453313bb7d2d6b261599c,b7d8f84574145f8449c5e6805b19a7285d41a9d8,8ce951ab652d5dac5896c66c63a8740a001031470e04ea9f28e149795e0a826b,62781,23,https://github.com/cosmosapjw-quantum/htt_base/blob/6bafca66285ef071081453313bb7d2d6b261599c/htt/src/common/tensor_departure_statistics.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S51,htt/src/common/conditional_exceedance.py,6bafca66285ef071081453313bb7d2d6b261599c,3f3e7b08852555e3751df9fb70ba5e246e8b8976,a6e912ec1b6ff98c11ad5c6ef513073b9fbb67b725c36a92697bc0d4d120b300,64297,23,https://github.com/cosmosapjw-quantum/htt_base/blob/6bafca66285ef071081453313bb7d2d6b261599c/htt/src/common/conditional_exceedance.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S52,htt/src/common/depth_path.py,6bafca66285ef071081453313bb7d2d6b261599c,fd36aa1c0a68bc71a56cd72703064a92a3f33df2,41ffe054645c00a36158688b55a0aab390919d3759283b9d5e2f33d69ec8f247,51622,13;23;28,https://github.com/cosmosapjw-quantum/htt_base/blob/6bafca66285ef071081453313bb7d2d6b261599c/htt/src/common/depth_path.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S53,htt/src/common/anchored_response_geometry.py,9b725899a25fa410e7c3686ce36afaa667d14646,317db5b9bbe53ac911dbf18a79293af3211f5dcf,c4122f9c29d2b00670b86c317824a5098fe1493757774783c4b0bcdfa44a1bdb,78251,13;23,https://github.com/cosmosapjw-quantum/htt_base/blob/9b725899a25fa410e7c3686ce36afaa667d14646/htt/src/common/anchored_response_geometry.py,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S54,docs/research_reports/notes/QO_CONTRACTION_FIBRE_GEOMETRY_20260907.md,d5a5444bab6be7dcc79e362a52811882dd0a66a3,0201ac7c08a33a2b041ccfedbb9dc582aa198abd,6329fe907d58e07ce0dcd41b07313816324960dbef62939e54918ed482bc2d74,14584,9,https://github.com/cosmosapjw-quantum/htt_base/blob/d5a5444bab6be7dcc79e362a52811882dd0a66a3/docs/research_reports/notes/QO_CONTRACTION_FIBRE_GEOMETRY_20260907.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
S55,docs/research_reports/notes/QO_FIBRE_HAUSDORFF_STABILITY_20260907.md,c09fa9f18f8a6c997f4d7420088653e1cb9af042,b666d1b6756f83a8fa6bee35584a61c98f895773,4109960a8a2b0b0592767ff773fbbebf2f12bdc0ab037bb78997dc447ae44032,10412,9;28,https://github.com/cosmosapjw-quantum/htt_base/blob/c09fa9f18f8a6c997f4d7420088653e1cb9af042/docs/research_reports/notes/QO_FIBRE_HAUSDORFF_STABILITY_20260907.md,기존 수식·조건·구현 또는 기록의 정적 대조; 새 증명 아님
